"-176,-70","0,0","-26,-8","-62,-19","-79,-24","-91,-28","-104,-32","-116,-38","-131,-43","-151,-55","-169,-66"
"-155,123","0,0","-43,35","-74,59","-89,71","-101,81","-115,93","-127,102","-133,107","-138,111","-145,116"
"45,-1","0,0","7,0","15,0","25,0","31,0","37,0","42,0","45,0","48,0","51,0"
"86,-158","0,0","27,-36","42,-54","54,-74","72,-105","78,-115","82,-124","84,-133","86,-143","86,-150"
"37,-126","0,0","14,-37","28,-89","36,-120","40,-132","42,-137","44,-138","43,-134","41,-130","39,-128"
"-79,-27","0,0","-11,-4","-25,-8","-37,-14","-47,-17","-54,-20","-61,-23","-68,-25","-74,-27","-79,-27"
"-121,-146","0,0","-13,-16","-36,-45","-52,-62","-67,-81","-81,-93","-93,-109","-106,-121","-109,-125","-116,-137"
"-23,-212","0,0","-1,-27","-2,-50","-2,-75","-6,-99","-9,-123","-14,-159","-16,-170","-18,-186","-22,-205"
"-40,-18","0,0","-10,-2","-20,-4","-26,-4","-31,-4","-35,-6","-43,-12","-48,-14","-48,-16","-43,-16"
"-27,-158","0,0","-4,-32","-12,-73","-15,-86","-16,-97","-18,-115","-21,-132","-23,-140","-24,-145","-26,-149"
"-88,210","0,0","-33,50","-58,97","-72,138","-80,166","-87,191","-91,210","-95,222","-96,226","-93,220"
"6,-61","0,0","1,-11","1,-19","1,-24","1,-28","1,-33","2,-37","3,-40","5,-47","5,-53"
"-136,97","0,0","-46,23","-74,41","-90,54","-103,65","-114,75","-119,80","-124,84","-130,89","-133,93"
"186,89","0,0","74,34","122,59","146,71","155,75","161,77","167,79","174,82","181,85","184,87"
"-178,76","0,0","-42,15","-82,28","-106,36","-125,45","-142,55","-155,62","-163,67","-169,70","-174,74"
"119,123","0,0","48,61","74,93","79,100","83,104","92,116","98,123","101,126","108,126","114,125"
"152,-25","0,0","34,-9","72,-23","100,-33","109,-37","115,-38","125,-35","132,-32","137,-30","146,-27"
"79,94","0,0","13,19","37,52","49,68","53,73","55,77","61,84","68,92","73,94","79,94"
"-77,80","0,0","-14,15","-24,25","-34,36","-46,50","-56,62","-63,68","-66,71","-68,74","-72,76"
"37,-79","0,0","7,-16","13,-33","16,-43","18,-47","22,-52","24,-57","27,-61","31,-67","35,-75"
"49,-170","0,0","16,-39","26,-65","28,-72","33,-80","38,-92","40,-102","44,-123","47,-148","47,-156"
"-95,-57","0,0","-25,-23","-37,-34","-40,-37","-49,-41","-61,-46","-68,-49","-77,-51","-82,-53","-88,-55"
"164,-156","0,0","51,-41","79,-69","89,-80","111,-101","123,-112","132,-122","147,-139","152,-145","157,-151"
"-62,100","0,0","-15,26","-27,45","-33,56","-40,66","-46,76","-51,84","-54,88","-56,92","-60,96"
"-4,82","0,0","-1,11","-3,27","-4,40","-4,48","-4,53","-4,59","-4,66","-4,70","-4,74"
"48,-40","0,0","4,-3","10,-8","18,-14","26,-21","32,-27","36,-30","39,-33","41,-34","42,-36"
"-10,-90","0,0","-2,-26","-5,-45","-6,-53","-6,-57","-7,-63","-8,-69","-8,-77","-10,-85","-10,-90"
"-71,-96","0,0","-10,-18","-28,-46","-36,-60","-40,-65","-43,-68","-50,-78","-57,-87","-62,-93","-64,-95"
"-154,-42","0,0","-36,-9","-78,-20","-101,-26","-114,-29","-126,-31","-136,-32","-144,-34","-149,-34","-153,-34"
"103,28","0,0","28,4","57,9","65,11","70,12","77,15","88,18","95,20","99,21","101,25"
"99,-46","0,0","11,-6","25,-13","35,-18","43,-22","51,-25","63,-30","82,-39","91,-44","96,-45"
"14,136","0,0","0,24","0,54","1,72","3,84","4,94","5,105","7,112","8,116","9,121"
"-40,102","0,0","-12,24","-22,47","-26,58","-29,66","-31,73","-33,76","-34,82","-36,88","-38,93"
"-38,1","0,0","-5,0","-12,1","-19,1","-23,1","-26,1","-28,1","-30,1","-32,1","-34,1"
"113,-118","0,0","14,-11","37,-32","61,-59","75,-76","80,-81","84,-86","90,-94","98,-104","106,-111"
"-131,135","0,0","-32,26","-65,56","-87,80","-101,96","-112,108","-117,114","-121,119","-125,124","-129,130"
"-38,136","0,0","-11,26","-19,56","-23,76","-24,90","-26,100","-28,108","-30,118","-34,124","-36,132"
"44,-12","0,0","5,-1","13,-4","21,-6","25,-7","29,-9","32,-10","35,-10","39,-10","42,-11"
"-193,-211","0,0","-61,-91","-76,-114","-95,-143","-127,-185","-133,-194","-149,-209","-160,-219","-173,-221","-189,-218"
"-87,-136","0,0","-7,-18","-13,-31","-17,-37","-29,-57","-41,-77","-46,-84","-49,-88","-59,-101","-77,-127"
"21,104","0,0","4,24","10,52","14,65","15,71","17,76","20,84","23,93","25,97","23,101"
"192,-96","0,0","52,-30","111,-72","130,-86","139,-94","156,-106","165,-111","171,-112","181,-109","189,-103"
"-165,10","0,0","-36,6","-61,10","-79,13","-103,16","-120,16","-130,16","-138,16","-146,14","-158,11"
"52,-176","0,0","28,-65","36,-86","41,-96","50,-118","57,-134","60,-144","62,-155","60,-162","56,-172"
"-41,-99","0,0","-7,-18","-18,-49","-24,-62","-26,-67","-27,-70","-28,-73","-32,-82","-35,-90","-37,-94"
"52,134","0,0","6,19","19,54","32,86","41,109","46,119","48,123","49,127","50,129","50,132"
"-30,-180","0,0","-4,-48","-14,-92","-21,-120","-24,-141","-28,-155","-28,-166","-29,-174","-29,-179","-29,-182"
"174,-185","0,0","49,-44","81,-77","115,-113","143,-146","152,-156","160,-164","164,-171","169,-177","174,-185"
"188,-41","0,0","60,-25","88,-35","105,-37","131,-37","148,-39","168,-39","184,-41","207,-53","197,-47"
"11,-124","0,0","4,-30","7,-55","8,-64","9,-68","10,-76","10,-92","10,-103","10,-107","10,-111"
"-99,-54","0,0","-19,-21","-32,-31","-47,-38","-61,-44","-73,-46","-86,-49","-97,-51","-106,-51","-103,-52"
"99,-140","0,0","22,-30","39,-54","58,-82","74,-104","80,-112","86,-120","103,-141","111,-150","110,-150"
"12,-58","0,0","3,-4","6,-12","8,-20","11,-29","12,-36","12,-42","12,-46","12,-50","12,-54"
"-91,-76","0,0","-16,-18","-30,-30","-35,-32","-44,-40","-57,-51","-65,-58","-69,-60","-77,-66","-86,-73"
"119,116","0,0","20,21","64,64","86,86","93,94","97,97","103,103","110,110","115,114","119,116"
"51,67","0,0","4,7","12,18","23,33","33,48","40,58","43,62","45,65","47,68","47,70"
"117,120","0,0","26,20","67,50","82,60","89,66","102,75","113,86","117,92","119,102","119,109"
"-83,109","0,0","-17,16","-38,38","-51,55","-59,66","-65,76","-69,84","-73,92","-77,98","-81,105"
"-168,-35","0,0","-42,-11","-63,-22","-80,-33","-93,-37","-114,-41","-130,-41","-143,-40","-153,-39","-161,-36"
"-174,161","0,0","-45,34","-79,62","-102,84","-116,98","-129,112","-142,126","-153,138","-163,148","-169,156"
"8,-23","0,0","1,-2","2,-6","4,-9","5,-12","6,-14","6,-16","7,-17","8,-19","8,-21"
"-33,182","0,0","-15,48","-24,83","-27,106","-30,122","-31,130","-34,144","-34,156","-34,166","-34,176"
"-157,-44","0,0","-32,-9","-66,-18","-80,-22","-93,-26","-106,-29","-118,-34","-128,-38","-140,-41","-150,-44"
"-153,-193","0,0","-77,-154","-106,-210","-110,-215","-116,-215","-126,-214","-136,-210","-142,-205","-147,-200","-153,-193"
"125,63","0,0","24,20","52,44","63,51","70,54","80,58","87,62","92,64","100,65","110,66"
"-3,188","0,0","5,70","9,112","10,130","10,143","10,155","9,167","7,174","4,180","0,184"
"38,186","0,0","7,49","19,99","23,114","26,126","30,143","35,158","37,168","38,178","38,186"
"202,4","0,0","81,-17","128,-28","137,-30","143,-30","156,-29","166,-27","172,-24","180,-16","194,-3"
"55,52","0,0","12,13","23,23","30,28","34,30","39,32","43,34","46,37","51,42","54,48"
"94,-128","0,0","22,-31","37,-55","50,-73","58,-85","66,-94","74,-106","78,-114","82,-119","88,-123"
"172,118","0,0","22,15","70,46","99,65","115,76","133,94","146,108","154,116","160,119","166,121"
"67,0","0,0","8,0","16,1","23,1","31,1","38,1","46,1","55,1","63,0","67,0"
"153,0","0,0","28,-1","68,-1","98,0","112,0","117,0","121,0","126,0","136,0","144,0"
"65,-20","0,0","12,-2","23,-4","30,-4","35,-4","40,-6","45,-6","49,-8","55,-12","61,-16"
"62,9","0,0","8,2","21,6","33,8","39,9","43,9","47,9","51,9","57,9","62,9"
"-72,128","0,0","-18,32","-35,60","-45,78","-53,91","-58,101","-62,110","-66,118","-70,124","-72,128"
"134,-122","0,0","42,-36","68,-60","77,-70","86,-78","106,-96","112,-103","118,-108","124,-114","129,-117"
"203,-100","0,0","31,-14","40,-19","54,-27","84,-41","109,-53","148,-72","182,-88","192,-93","198,-96"
"-128,38","0,0","-34,6","-63,13","-78,19","-90,24","-100,29","-107,33","-114,36","-119,37","-124,39"
"149,162","0,0","39,49","87,99","93,106","106,118","127,138","135,146","141,150","145,156","149,162"
"78,-179","0,0","22,-45","37,-78","41,-86","45,-97","50,-112","54,-123","60,-144","70,-165","73,-174"
"-171,75","0,0","-31,10","-65,25","-87,35","-104,45","-117,52","-129,57","-139,63","-149,66","-159,70"
"-81,157","0,0","-18,33","-29,52","-37,67","-44,83","-51,99","-59,113","-63,123","-67,133","-72,143"
"-41,74","0,0","-6,11","-14,23","-19,35","-24,42","-28,50","-32,57","-35,63","-37,68","-39,71"
"-136,17","0,0","-39,6","-59,8","-73,11","-85,11","-96,11","-105,11","-115,11","-125,13","-131,15"
"-172,203","0,0","-27,32","-53,64","-69,84","-85,101","-103,119","-121,138","-135,156","-151,176","-161,188"
"145,-61","0,0","19,-10","33,-16","61,-27","89,-36","103,-40","110,-40","119,-42","127,-45","135,-50"
"51,143","0,0","9,18","24,49","28,59","29,63","32,75","36,92","39,102","40,107","44,122"
"-131,-178","0,0","-42,-76","-55,-99","-61,-109","-78,-130","-87,-142","-97,-152","-112,-164","-120,-170","-126,-174"
"143,41","0,0","28,8","52,14","60,16","77,19","91,22","99,24","113,28","120,31","129,34"
"-162,-198","0,0","-73,-70","-101,-96","-117,-115","-131,-130","-138,-139","-143,-149","-152,-170","-155,-181","-157,-188"
"32,-58","0,0","4,-10","8,-16","9,-20","12,-23","14,-28","18,-35","22,-43","26,-49","28,-53"
"-6,-41","0,0","0,-6","0,-12","0,-16","0,-19","0,-22","-1,-25","-2,-28","-3,-31","-4,-34"
"-165,161","0,0","-36,33","-74,68","-98,96","-114,115","-126,129","-134,139","-141,144","-150,151","-156,156"
"-71,-146","0,0","-19,-63","-32,-105","-35,-112","-37,-115","-39,-117","-44,-124","-55,-136","-63,-145","-68,-147"
"142,-86","0,0","32,-16","52,-24","85,-38","110,-50","121,-55","128,-58","137,-65","142,-72","142,-79"
"-101,16","0,0","-18,1","-40,5","-54,7","-64,9","-74,11","-82,13","-88,14","-91,15","-97,16"
"56,98","0,0","5,11","18,32","26,45","30,48","33,55","40,68","46,76","48,81","51,88"
"54,-58","0,0","11,-9","25,-23","33,-30","38,-33","40,-36","42,-38","46,-43","49,-49","53,-54"
"-214,-7","0,0","-52,7","-80,13","-101,16","-119,16","-139,13","-164,5","-183,0","-193,-3","-202,-5"
"-190,10","0,0","-40,0","-68,0","-88,0","-109,0","-130,2","-146,3","-159,6","-172,8","-182,9"
"-17,-184","0,0","0,-74","0,-89","0,-102","0,-112","-4,-125","-12,-145","-14,-154","-16,-166","-18,-176"
"-195,133","0,0","-58,26","-103,50","-134,72","-150,84","-161,91","-170,99","-180,108","-189,118","-194,124"
"18,-87","0,0","5,-13","10,-32","14,-46","16,-55","16,-59","17,-62","18,-69","18,-74","18,-79"
"19,97","0,0","0,5","1,19","7,38","12,57","15,68","16,74","17,77","18,82","19,88"
"-56,-179","0,0","-14,-60","-23,-92","-28,-109","-32,-116","-36,-126","-43,-140","-46,-145","-50,-159","-54,-174"
"40,118","0,0","6,31","12,54","15,64","17,72","21,81","24,90","26,97","30,102","37,112"
"-68,-127","0,0","-34,-53","-43,-67","-46,-71","-49,-77","-55,-86","-58,-93","-60,-99","-64,-109","-68,-121"
"90,-3","0,0","12,0","35,-1","56,-3","66,-3","70,-3","74,-3","77,-3","80,-3","83,-3"
"-131,-33","0,0","-28,-1","-52,-3","-70,-6","-87,-9","-98,-10","-110,-14","-118,-17","-122,-20","-124,-24"
"-51,-46","0,0","-10,-11","-18,-19","-26,-29","-32,-36","-35,-39","-37,-40","-39,-42","-41,-43","-44,-43"
"-199,-51","0,0","-32,-7","-66,-15","-90,-21","-108,-25","-126,-29","-145,-37","-164,-43","-176,-47","-185,-48"
"-142,69","0,0","-34,15","-64,28","-82,35","-96,41","-106,46","-117,52","-126,57","-134,61","-138,64"
"-197,72","0,0","-48,14","-93,27","-120,38","-139,47","-157,54","-170,59","-180,63","-188,68","-194,71"
"19,62","0,0","0,2","0,7","2,14","6,25","9,34","12,44","14,49","16,53","17,56"
"87,-83","0,0","26,-24","41,-40","50,-48","55,-54","60,-58","65,-62","72,-68","81,-76","85,-80"
"83,-55","0,0","18,-7","33,-12","41,-15","49,-19","57,-23","63,-29","68,-36","73,-41","77,-46"
"188,-120","0,0","37,-20","75,-44","106,-64","127,-78","142,-86","151,-91","157,-94","168,-103","182,-114"
"-71,87","0,0","-10,10","-25,27","-37,40","-45,49","-52,58","-58,66","-63,74","-65,78","-68,80"
"40,154","0,0","2,40","14,100","17,114","18,120","21,128","26,134","30,140","33,143","38,150"
"86,-72","0,0","12,-7","30,-18","45,-25","52,-29","55,-32","59,-36","70,-49","78,-61","82,-66"
"-159,-6","0,0","-19,-1","-47,-2","-74,-4","-99,-5","-116,-6","-129,-8","-139,-9","-147,-9","-153,-9"
"-42,104","0,0","-3,16","-7,24","-13,41","-20,58","-23,68","-28,75","-34,84","-38,92","-41,98"
"-131,178","0,0","-48,52","-81,86","-98,110","-109,126","-115,137","-119,147","-121,154","-123,163","-127,171"
"86,170","0,0","15,37","41,90","45,99","53,119","69,150","75,158","79,165","85,172","86,170"
"-30,52","0,0","-2,4","-6,11","-12,19","-16,26","-20,32","-22,38","-25,43","-26,47","-28,49"
"-41,-19","0,0","-4,-2","-9,-6","-14,-8","-17,-10","-21,-12","-24,-14","-27,-16","-29,-16","-31,-16"
"144,-52","0,0","56,-22","86,-32","100,-38","105,-39","112,-40","121,-42","127,-44","132,-46","137,-49"
"-99,134","0,0","-23,32","-47,64","-57,80","-64,88","-71,98","-77,106","-83,112","-88,119","-92,125"
"107,20","0,0","22,1","41,3","51,3","57,4","66,6","76,7","84,10","89,12","95,15"
"-72,-65","0,0","-10,-9","-27,-21","-37,-31","-42,-34","-50,-41","-59,-49","-66,-57","-69,-61","-72,-63"
"110,88","0,0","17,9","51,30","74,45","82,51","85,55","92,62","99,71","105,78","108,82"
"-72,45","0,0","-10,6","-24,16","-36,22","-44,27","-49,31","-55,34","-60,37","-64,40","-67,42"
"-130,-103","0,0","-25,-24","-46,-42","-60,-51","-74,-62","-87,-73","-107,-88","-123,-102","-130,-107","-133,-106"
"-117,-77","0,0","-33,-18","-64,-36","-80,-44","-96,-52","-108,-58","-115,-62","-122,-66","-126,-70","-121,-73"
"139,-57","0,0","22,-10","42,-18","67,-29","90,-37","103,-39","112,-44","122,-47","132,-53","139,-57"
"-158,147","0,0","-41,38","-76,68","-101,92","-116,108","-126,117","-133,126","-139,132","-146,137","-153,142"
"128,150","0,0","14,16","54,65","73,89","81,101","92,115","101,126","107,133","110,136","114,142"
"0,-81","0,0","0,-13","0,-26","0,-37","0,-46","0,-54","0,-61","0,-66","0,-71","0,-75"
"12,-39","0,0","2,-5","5,-11","7,-17","8,-21","9,-24","9,-27","10,-29","11,-31","11,-34"
"115,61","0,0","24,15","46,28","56,36","66,40","75,47","82,52","87,54","94,58","102,60"
"-169,77","0,0","-42,18","-77,34","-98,42","-112,48","-122,54","-129,57","-138,62","-149,68","-162,74"
"-15,173","0,0","-13,50","-15,98","-15,116","-16,126","-18,136","-19,144","-19,152","-19,159","-17,168"
"-72,120","0,0","-10,16","-23,41","-32,60","-40,71","-48,82","-54,91","-59,99","-66,110","-70,116"
"-181,-155","0,0","-36,-39","-74,-83","-88,-98","-102,-109","-123,-125","-138,-133","-152,-140","-165,-146","-175,-152"
"-99,147","0,0","-32,41","-53,73","-64,92","-73,107","-81,120","-86,129","-91,135","-96,141","-99,147"
